ZoneName,adminPrice,amenitiesCommonZones,amenitiesExteriors,amenitiesInteriors,ammenitiesSector,areaBuilt,bathrooms,builtTime,businessType,cityID,cityName,comment,commonNeighborhood,companyAddress,companyId,companyName,contactPhone,floor,garages,latitude,longitude,neighborhood,numPictures,propAddress,propID,propType,propertyState,publicationStatus,rentPrice,rentTotalPrice,rooms,salePrice,sectorName,stratum,zoneID
SurOriente,0,,,,,80.0,2,,Venta,5500006,Medellin,"VENTA CASA EN EL BARRIO LAS PALMAS $220.000.000,  3degPISO,  PROPIEDAD HORIZONTAL,  3 ALCOBAS,  SALON COMEDOR,  2 CLOSET,  COCINA SEMI INTEGRAL,  ZONA DE ROPAS,  RED DE GAS,  PISO EN CERAMICA,  BALCON,  TERRAZA,  2 BANOS,  ESTRATO 3,  AREA 80 METROS, .",Las Palmas,,416189,Arrendamientos Alnago,,3,,6.24085187911987,-75.5654067993164,Las Palmas,10,KRA 42A  41-102,3864079,Casa,Used,,,,3,220000000,,3,5500102
SurOriente,221000,,"En conjunto cerrado, Piscina, Salon Comunal, Vigilancia, Zonas Verdes","Calentador, Citofono, Cocina Integral, Cocina tipo Americano, Deposito / Bodega, Zona de lavanderia",Zona Campestre,121.0,3,,Venta,5500006,Medellin,"Casa en Venta en unidad cerrada,  ubicacion Loma del Indio.",,,321758,Av Con Propiedad,,,1,0,0,,18,Loma del Indio,4852704,Casa,Used,,,,2,390000000,,4,5500102
SurOriente,0,,,,,172.0,4,,Venta,5500006,Medellin,"VENTA CASA EN EL BARRIO LAS PALMAS $300.000.000,  SEGUNDO y TERCER PISO CON TERRAZA. 3 ALCOBAS,  SALON COMEDOR,  HALLS,  4 CLOSET,  COCINA INTEGRAL,  PATIO,  RED DE GAS,  CALENTADOR A GAS,  PISO EN CERAMICA,  BALCON,  4 BANOS,  ESTRATO 3,  AREA 2degPISO 86 METROS,  AREA 3degPISO 43 METROS,  AREA TERRAZA 43 METROS. AREA TOTAL 172 METROS..",Las Palmas,,416189,Arrendamientos Alnago,,,,6.24153709411621,-75.5625762939453,Las Palmas,16,KRA 39B  44-65,3864455,Casa,Used,,,,3,300000000,,3,5500102
NorOriente,0,,,,,160.0,2,,Venta,5500006,Medellin,"VENTA CASA EN BOSTON $360.000.000,  1degy 2deg PISO,  DUPLEX,  PROPIEDAD HORIZONTAL,  3 ALCOBAS,  SALON  COMEDOR,  2 CLOSET,  COCINA SEMI INTEGRAL,  ZONA DE ROPAS,  PISO EN BALDOSA,  BALCON,  2 BANOS,  ESTRATO 3,  AREA 160 METROS.",Boston,,416189,Arrendamientos Alnago,,,,6.24809408187866,-75.5586853027344,Boston,9,CALLE 54  39-75,3874867,Casa,Used,,,,3,360000000,,3,5500103
Centro,0,,,,,196.0,3,,Venta,5500006,Medellin,"VENTA  CASA EN EL CENTRO $520.000.000,  3degPISO,  PROPIEDAD HORIZONTAL,  5 ALCOBAS,  SALON COMEDOR,  HALL,  4 CLOSET,  COCINA INTEGRAL,  2 PATIOS,  RED DE GAS,  CITOFONO,  PISO EN CERAMICA,  VENTANAL,  3 BANOS,  ESTRATO 4,  AREA 196 METROS.TIENE TAMBIEN UN APARTA ESTUDIO QUE ESTA RENTANDO..",Centro,,416189,Arrendamientos Alnago,,3,,6.24502515792847,-75.5590591430664,Centro,12,CALLE 50  38-29,3863891,Casa,Used,,,,5,520000000,,4,5500101
NorOriente,0,,,,,164.0,3,,Venta,5500006,Medellin,"VENTA CASA EN BOSTON $470.000.000,  1degPISO,  4 ALCOBAS,  SALON COMEDOR, HALL,  COCINA INTEGRAL,  PATIO,  RED DE GAS,  CALENTADOR A GAS,  PISO EN BALDOSA,  BALCON,  3 BANOS,  ESTRATO 4,  AREA 164 METROS..",Boston,,416189,Arrendamientos Alnago,,,,6.25110387802124,-75.5576324462891,Boston,9,KRA 40  58-32,3862943,Casa,Used,,,,4,470000000,,4,5500103
Centro,0,,,,,110.0,1,,Venta,5500006,Medellin,"VENTA CASA UNIFAMILIAR EN EL SALVADOR $230.000.000,  4 ALCOBAS,  SALON  COMEDOR,  4 CLOSET,  COCINA SENCILLA,  ZONA DE ROPAS,  TERRAZA,  PISO EN BALDOSA,  BALCON,  1 BANO,  ESTRATO 3,  AREA 110 METROS..",El Salvador,,416189,Arrendamientos Alnago,,,,6.23924493789673,-75.5612640380859,El Salvador,12,KRA 38  40-166,3870563,Casa,Used,,,,4,230000000,,3,5500101
Centro,0,,,"Closet, Cocina Integral, Comedor, Patio, Ventilacion Natural",Zona Residencial,500.0,4,9 a 15 anos,Venta,5500006,Medellin,"Cada ubicada en Medellin - Conquistadores,  cuenta con 321 metros de lote de los cuales se construyeron 2 niveles,  en el primer nivel 351 metros y en el segundo 200 metros cuadrados. Cuenta con 6 alcobas,  4 banos,  sala,  comedor,  cocina semi integral,  zona de ropas,  3 patios,  biblioteca,  garaje. Codigo del inmueble 447-8969 JESSICA RAMIREZ .",,,92629,Inmobiliaria Gomez y Asociados,,,1,6.24234771728516,-75.5811920166016,,12,CALLE 38   63B- 91,4833634,Casa,Used,,,,6,1500000000,,5,5500101
,0,,"Ascensor, Garaje / Parqueadero(s), Terraza","Balcon, Cocina Integral, Despensa, Hall de Alcobas, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Sobre via principal, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Comercial, Zona Residencial",160.0,2,9 a 15 anos,Venta,5500006,Medellin,"ES UNA PROPIEDAD DE 160 METROS 80 CONSTRUIDOS,  80 LIBRES EN TERRAZA.PISO 3,  SALA COMEDOR,  3 HABITACIONES,  2 BANOS CABINADOS, COCINA INTEGRAL CON RED DE GAS,  ZONA DE ROPAS, PISO EN PORCELANATO,  OJOS  DE BUEY,  MOLDURA ESPANOLA,  TERRAZA.",,,317682,Arrendamientos Las Torres Ltda,,3,,6.25128984451294,-75.5759735107422,,21,CALLE 38 # 86 A 9 PISO 3,4833148,Casa,Used,,,,3,270000000,,3,0
SurOriente,1700000,,"Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Jardin, Parqueadero Visitantes, Piscina, Terraza, Vigilancia, Zonas Verdes","Alarma, Balcon, Bano Auxiliar, Bano de Servicio, Calentador, Chimenea, Citofono, Cocina Integral, Cuarto de Servicio, Deposito / Bodega, Despensa, Estudio, Hall de Alcobas, Instalacion de gas, Patio","Colegios / Universidades, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",650.0,6,16 a 30 anos,Venta,5500006,Medellin,"Vendo hermosa casa en unidad cerrada en el Poblado San Lucas,  2 niveles mas un semisotano,  4 alcobas con bano,  vestier,  la principal con turco,  2 salas,  comedor independiente,  chimenea,  biblioteca,  en el nivel mas bajo hay un cinehouse automatizado con sus bafles,  su proyector,  pantalla,  bar y bano,  alcoba de servicio,  cocina integral con isla,  terraza,  patio,  pisos en marmol,  garaje cubierto para 2 carros,  piscina privada,  jacuzzi Predial: $4.680.000 trimestral Avaluo: $1.250.000.000 Cod. 251.",El Poblado,,1755489,Inmobiliaria Alberto Naranjo,,1,2,6.17992687225342,-75.5651245117188,El Poblado,11,Calle 20Asur  22-343 SAN LUCAS,4971931,Casa,Used,,,,5,2300000000,,6,5500102
SurOriente,795000,,"Garaje(s), Jardin, Parqueadero Visitantes, Vigilancia, Zonas Verdes","Balcon, Bano Auxiliar, Bano de Servicio, Calentador, Citofono, Cocina Integral, Cocina tipo Americano, Cuarto de Servicio, Deposito / Bodega, Despensa, Estudio, Hall de Alcobas, Instalacion de gas, Patio",Zona Residencial,221.0,3,16 a 30 anos,Venta,5500006,Medellin,"Vendo Hermosa casa en El Poblado,  2 niveles,  3 alcobas,  3 banos,  sala,  comedor,  estudio o biblioteca,  cocina integral moderna abierta con isla,  alcoba de empleada,  garaje para 2 carros,  pisos en parque y porcelanato,  excelente zona verde.. Estrato 6. Porteria 24 horas. Antiguedad 19 anos. Cod. 252.",El Poblado,,1755489,Inmobiliaria Alberto Naranjo,,,2,6.20084095001221,-75.562370300293,El Poblado,14,Carrera 30  1Asur-30 LA INFERIOR,4971823,Casa,Used,,,,4,1500000000,,6,5500102
Occidente,0,,,"Cocina Integral, Patio","Colegios / Universidades, Sobre via principal, Supermercados / C.Comerciales, Trans. Publico cercano",144.0,2,16 a 30 anos,Venta,5500006,Medellin,"Casa Primer Piso en belen rosales area 144 metros con sala comedor tres alcobas,  dos benos,  un patio.",Belen Rosales,,29313,Arrendamientos las vegas,,1,,6.30460977554321,-75.5690231323242,Belen Rosales,7,Carrera 70,4060970,Casa,Used,,,,3,300000000,,5,5500106
NorOccidente,0,,Garaje Cubierto,"Balcon, Bano Auxiliar, Calentador, Closet, Comedor, Patio, Piso en Baldosa /  Marmol","Comodas vias de acceso, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Comercial, Zona Residencial",200.0,2,16 a 30 anos,Venta,5500006,Medellin,"Mattis inmobiliaria le presenta excelente Casa para la venta en el sector de Los Almendros ubicada en segundo piso,  con garaje para carro y moto en el primer nivel,  escalas muy descansadas,  consta de 3 alcobas con piso en madera laminada,  2 banos,  3 patrios,   sala,  comedor,  balcon grande,  cocina integral,   alcoba del servicio con bano. Casa remodelada en banos,   pisos,  closet y puertas. Llamanos y con mucho gusto lo asesoramos..",,,178251,Mattis Inmobiliaria,,2,1,6.23799991607666,-75.5960006713867,,20,Calle 32F # 75C - 125,4965872,Casa,Used,,,,3,690000000,,5,5500104
Centro,0,,,,,308.0,2,16 a 30 anos,Venta,5500006,Medellin,"VENTA CASA EN EL CENTRO,  CUENTA CON SIETE ALCOBAS,  DOS SALAS,  COMEDOR, DOS CLOSET, COCINA INTEGRAL,  DOS PATIOS,  RED DE GAS, PISO EN BALDOSA Y DOS BANOS..",Centro,,416189,Arrendamientos Alnago,,1,,6.24278688430786,-75.5620040893555,Centro,11,carrera 40 46-37,3979597,Casa,Used,,,,7,550000000,,4,5500101
NorOriente,0,,,,,120.0,4,16 a 30 anos,Venta,5500006,Medellin,"VENTA CASA UNIFAMILIAR EN CAMPO VALDES,  EN EL PRIMER NIVEL TIENE UN APTO CON DOS ALCOBAS,  Y EN EL SEGUNDO NIVEL TIENE DOS APARTA ESTUDIOS CADA UNO CON DE ALCOBA,  TIENEN PISO EN CERAMICA,  RED DE GAS, BANO, COCINA INTEGRAL Y TERRAZA.EL PRIMER PISO ESTA DESEMGLOBADO DEL PRIMERO,  CON ENTRADAS INDEPENDIENTES Y SERVICIOS INDEPENDIENTES..",Campo Valdes,,416189,Arrendamientos Alnago,,1,,6.27341461181641,-75.5617141723633,Campo Valdes,14,CALLE 79 50C-44,3985724,Casa,Used,,,,4,200000000,,3,5500103
SurOccidente,0,,,"Balcon, Calentador, Closet, Cocina Integral, Instalacion de gas, Piso en Baldosa /  Marmol, Zona de lavanderia",,80.0,2,1 a 8 anos,Venta,5500006,Medellin,"Se vende casa 4to piso en la Castellana cuenta con:  - Sala comedor. - 3 Alcobas con puerta. - Cuarta util. - 2 Closet. - Zona de ropa. - 2 Banos cabinados. - Cocina integral. - Red de gas. - Garaje. - Balcon. - Piso en ceramica. - Agua caliente.  Si desea mas informacion sobre el inmueble y sus requisitos,  puede comunicarse al opc 5.  397-1600.",,,246679,Arrendamientos Panorama Ltda,,,,6.24069404602051,-75.605354309082,,8,CALLE 33B   82A- 45,4958770,Casa,Used,,,,3,300000000,,3,5500105
,0,,Terraza,"Balcon, Cuarto de Servicio, Patio, Zona de lavanderia",,196.0,4,,Venta,5500006,Medellin,. COD: 23984.,,,424324,Bancasa,,,,0,0,,9,CENTRO  ,4035744,Casa,Used,,,,5,520000000,,4,0
NorOccidente,0,,"Canchas Deportivas, En conjunto cerrado, Gimnasio, Porteria / Vigilancia, Zona Infantil","Balcon, Closet, Cocina Integral, Cuarto de Servicio","Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",185.0,3,Mas de 30 anos,Venta,5500006,Medellin,"Se Vende Casa 185 Mts,  3 niveles,  unidad cerrada,  2 balcones,  sala,  comedor,  biblioteca,  4 alcobas,  alcoba del servicio,  4 closets,  3 banos cabinados,  bano del servicio,  cocina integral,  red de gas,  calentador de agua,  pisos en ceramica,  parqueadero cubierto y descubierto,  cancha deportiva,  juegos infantiles,  gimnasio,  cuarto util,  porteria 24 horas,  buen sector..",,,46781,Andina Inmobiliaria,,,2,6.24399995803833,-75.5810012817383,,12,Belén La Mota ,3984953,Casa,Used,,,,4,480000000,,5,5500104
Centro,0,,,,,313.0,3,16 a 30 anos,Venta,5500006,Medellin,"VENTA CASA EN EL SALVADOR CERCA A LOS ANTIGUOS BOMBEROS,  CUENTA CON CINCO ALCOBAS,  SALA ,  COMEDOR, ,  UN CLOSET,  HALL, COCINA SEMINTEGRAL, TRES PATIOS Y UN SOLAR,  RED DE GAS,  PISO EN CERAMICA Y MADERA,  TRES BANOS Y OPCION DE  PARQUEADERO O LOCAL..",El Salvador,,416189,Arrendamientos Alnago,,1,1,6.24133253097534,-75.5608825683594,El Salvador,20,CARRERA 38 43-81,3971896,Casa,Used,,,,5,650000000,,3,5500101
NorOriente,0,,,,,120.0,3,,Venta,5500006,Medellin,"VENTA CASA EN VILLA HERMOSA $250.000.000,  2deg PISO,  PROPIEDAD HORIZONTAL,  4 ALCOBAS,  SALA,  COMEDOR,  HALL,  3 CLOSET,  COCINA SENCILLA,  ZONA DE ROPAS,  PISO EN BALDOSA,  BALCON,  3 BANOS,  CUARTO UTIL,  ESTRATO 4,  AREA 120 METROS..",Villa Hermosa,,416189,Arrendamientos Alnago,,2,,6.25246334075928,-75.5581207275391,Villa Hermosa,18,KRA 41  59-09,4113358,Casa,Used,,,,4,250000000,,4,5500103
,0,,"Garaje / Parqueadero(s), Garaje Cubierto, Garaje(s), Terraza","Bano de Servicio, Closet, Comedor, Patio, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Comercial, Zona Residencial",200.0,2,,Venta,5500006,Medellin,"CERCA A LA UVA. ILUMINACION Y VENTILACION NATURAL. MUY BUENAS RUTAS DE ACCESO. TIENE 4 ALCOBAS Y UNA PEQUENA QUE CUENTA COMO CUARTO UTIL,  TIENE GARAJE Y ESPACIOS MUY AMPLIOS.   Y DOS APARTA ESTUDIOS CADA UNO CON SU BANO Y COCINA.",,,320820,La Lonja Propiedad Raiz,,,1,0,0,,19,CARRERA 39 NO  63 A 6,5085925,Casa,Used,,,,4,450000000,,3,0
NorOriente,0,,"Terraza, Vivienda Multifamiliar","Calentador, Cocina Integral, Despensa, Hall de Alcobas, Instalacion de gas, Patio, Piso en Baldosa /  Marmol","Colegios / Universidades, Parques cercanos, Sobre via principal, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",120.0,4,9 a 15 anos,Venta,5500006,Medellin,"CASA UBICADA EN EL SECTOR DE CAMPO VALDES PARTE BAJA CON SALA,  COMEDOR,  4 HABITACIONES,  1 CLOSET,  COCINA SEMINTEGRAL CON RED DE GAS,  PATIO,  CALENTADOR,  4 BANOS CON LAVAMANOS,  PISO EN PORCELANATO Y CERAMICA,  VENTANAS,  TERRAZA.",,,317682,Arrendamientos Las Torres Ltda,,1,,6.27291917800903,-75.5594177246094,,8,CALLE 79 # 50 C - 44 PISO 1 UNIF,5085790,Casa,Used,,,,4,230000000,,3,5500103
,0,,"Ascensor, Garaje / Parqueadero(s), Garaje(s)","Cocina Integral, Hall de Alcobas, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Sobre via principal, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",257.0,2,9 a 15 anos,Venta,5500006,Medellin,"CASA PRIMER PISO EN EL SECTOR DEL CENTRO CERCA DE LAS TORRES DE BOMBONA CUENTA CON SALONCOMEDOR,  7 HABITACIONES CON CLOSETS,  COCINA INTEGRAL CON RED DE GAS,  PATIO,  2 BANOS CON LAVAMANOS,  GARAGE,  VENTANAS.",,,317682,Arrendamientos Las Torres Ltda,,1,1,6.25128984451294,-75.5759735107422,,15,CALLE 44 # 42 - 48 PISO 1,5081745,Casa,Used,,,,7,450000000,,3,0
NorOriente,0,,Terraza,"Cocina tipo Americano, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Sobre via principal, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",280.0,4,16 a 30 anos,Venta,5500006,Medellin,"CASA CON 8 HABITACIONES,  6 CLOSETS,  2 COCINAS SENCILLAS,  PATIO,  4 BANOS CON LAVAMANOS,  PISO EN CERAMICA Y SENCILLO,  TERRAZA.",Campo Valdes,,317682,Arrendamientos Las Torres Ltda,,1,,6.26372814178467,-75.5595703125,Campo Valdes,22,CARRERA 49  67 - 30,5079955,Casa,Used,,,,8,350000000,,2,5500103
,0,,Terraza,"Balcon, Bano Auxiliar, Closet, Cocina Integral, Instalacion de gas, Piso en Baldosa /  Marmol, Servicios Publicos, Zona de lavanderia",,120.0,2,Menos de 1 ano,Venta,5500006,Medellin,"Casa duplex  en venta ubicada en el sector de Robledo La campina cerca a la carcel la pola,  en unidad abierta con zona infantil y zonas verdes,   el inmueble consta de 3 alcobas,  dos de ellas con closet y la principal con vestier,  2 banos cabinados,  2 balcones,  cocina integral con red a gas,  terraza,  parqueaderos comunes.  740-3234.",,,246679,Arrendamientos Panorama Ltda,,,,6.24860668182373,-75.5742492675781,,16,CALLE 65B   94B- 72,5078330,Casa,Used,,,,3,210000000,,3,0
NorOriente,0,,,"Balcon, Cocina Integral, Hall de Alcobas, Instalacion de gas, Patio, Piso en Baldosa /  Marmol","Colegios / Universidades, Parques cercanos, Sobre via principal, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",192.0,2,Mas de 30 anos,Venta,5500006,Medellin,"CASA PRIMER PISO  CON SALA,  SALONCOMEDOR,  4 HABITACIONES,  COCINA INTEGRAL CON RED DE GAS,  2 PATIOS,  2 BANOS CON LAVAMANOS,  PISO SENCILLO,  BALCON EN LA PARTE DE ATRAS,  SOLAR,  SOTANO (AMPLIACION).",,,317682,Arrendamientos Las Torres Ltda,,1,,6.23582935333252,-75.5514373779297,,22,CALLE 45  24 - 74,5068126,Casa,Used,,,,4,260000000,,3,5500103
NorOriente,0,,,"Cocina tipo Americano, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",54.0,2,16 a 30 anos,Venta,5500006,Medellin,"CASA PRIMER PISO CUENTA CON SALON COMEDOR,  2 HABITACIONES,  COCINA SEMINTEGRAL,  ZONA DE ROPAS,  2 BANOS CON LAVAMANOS,  PISO EN CERAMICA,  VENTANAS.",,,317682,Arrendamientos Las Torres Ltda,,1,,6.28492021560669,-75.5620422363281,,13,CALLE 93  51 A - 48,5064806,Casa,Used,,,,2,120000000,,3,5500103
SurOriente,731000,,"En conjunto cerrado, Parqueadero Visitantes, Vigilancia, Vista panoramica, Zonas Verdes","Alarma, Bano Auxiliar, Calentador, Citofono, Cocina Integral, Cocina tipo Americano, Comedor auxiliar, Cuarto de Servicio, Deposito / Bodega, Despensa, Hall de Alcobas, Instalacion de gas, Patio, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Campestre, Zona Residencial",396.0,5,1 a 8 anos,Venta,5500006,Medellin,"Excelente casa en Venta,  con vista a la ciudad en exclusiva unidad cerrada,  un solo nivel,  3 alcobas cada una con bano y vestier ms acoba de servicio,  garaje cubierto para dos carros,  excelentes acabados. Area lote 1.538 mtrs y construidos 396 mtrs..",Las Palmas,,321758,Av Con Propiedad,,,2,6.20188808441162,-75.5449295043945,Las Palmas,14,Asturias,5064644,Casa,Used,,,,4,3000000000,,6,5500102
SurOriente,0,,"Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Jardin, Piscina, Terraza, Vigilancia, Zonas Verdes","Bano Auxiliar, Bano de Servicio, Chimenea, Citofono, Cocina Integral, Cuarto de Servicio, Deposito / Bodega, Despensa, Estudio, Hall de Alcobas, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Trans. Publico cercano, Zona Residencial",1115.0,9,9 a 15 anos,Venta,5500006,Medellin,"Vendo hermosa casa por la Loma de Los Balsos arriba de ISA,  5 alcobas con su bano y vestier,  1 estudio con su bano,  1 bano social,  1 bano en las zonas humedas,  2 salas,  comedor independiente,  comedor auxiliar en la cocina y otro en la zona humeda,  cocina integral moderna,  zona de ropas,  cuarto de empleada con su bano,  piscina privada,  jacuzzi,  5 parqueaderos,  2 cuartos utiles. Le pasa una pequena quebrada por el lote. Estrato 6. Porteria 24 horas. Acabados de lujo..",El Poblado,,1755489,Inmobiliaria Alberto Naranjo,,1,5,6.17933940887451,-75.5571823120117,El Poblado,21,Cra. 15   19sur – 54,5038780,Casa,Used,,,,6,4500000000,,6,5500102
NorOccidente,0,,"Canchas Deportivas, En conjunto cerrado, Piscina, Porteria / Vigilancia, Salon Comunal, Zona Infantil","Balcon, Closet, Cocina Integral, Instalacion de gas, Piso en Madera","Cerca a sector comercial, Comodas vias de acceso, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",113.0,3,Mas de 30 anos,Venta,5500006,Medellin,"Se Vende Casa 3 niveles,  unidad cerrada,  113 mts,  sala-comedor,  biblioteca,  3 alcobas,  3 closets,  3 banos,  cocina integral,  red de gas,  calentador de agua,  instalacion para lavadora,  zona de ropas,  pisos en ceramica y madera,  2 balcon,  juegos infantiles,  piscina,  cancha deportiva,  salon social,  parqueadero cubierto,  porteria 24 horas,  buen sector,  facil acceso al transporte..",,,46781,Andina Inmobiliaria,,,1,6.24399995803833,-75.5810012817383,,9,Belén La Mota,4315216,Casa,Used,,,,3,370000000,,4,5500104
Occidente,0,,,"Balcon, Bano Auxiliar, Calentador, Cocina Integral, Patio, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",231.0,4,9 a 15 anos,Venta,5500006,Medellin,"Medellin,  Antioquia,  Vendo Casa en el sector de Simon Bolivar: El inmueble tiene 231 metros construidos y distribuidos en: Piso en retal de marmol,  sala,  comedor,  balcon,  cuatro alcobas,  cuatro closets,  cuatro banos,  cocina integral,  zonas ropa,  patio,  terraza,  calentador,  red de gas natural,  parqueadero y cuarto util..",Simon Bolivar,,385861,Lemont Inmobiliaria,,,1,6.24499845504761,-75.6049957275391,Simon Bolivar,21,medellin,4300066,Casa,Used,,,,4,620000000,,5,5500106
Occidente,0,,,"Balcon, Bano Auxiliar, Calentador, Cocina Integral, Estudio, Hall de Alcobas, Instalacion de gas, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",246.0,4,9 a 15 anos,Venta,5500006,Medellin,"Medellin,  Antioquia,  Vendo Casa en el sector de Simon Bolivar: el inmueble tiene 246 metros construidos y distribuidos en: Piso retaso de marmol,  sala,  comedor,  estudio,  hall,  balcon,  cuatro alcobas,  cuatro closets,  cuatro banos,  cocina integral,  patio,  calentador,  red de gas natural,  parqueadero y cuarto util. El area del inmueble va sujeta a verificacion de escrituras..",Laureles,,385861,Lemont Inmobiliaria,,,1,6.24354791641235,-75.5951232910156,Laureles,9,medellin,4257929,Casa,Used,,,,4,620000000,,4,5500106
SurOriente,221500,,,,,75.0,3,9 a 15 anos,Venta,5500006,Medellin,"VENTA CASA EN LOMA DEL INDIO,  $320.000.000,  CON 3 ALCOBAS,  SALON COMEDOR,  3 CLOSET,  1 VESTIER,  COCINA INTEGRAL,  RED DE GAS,  AGUA CALIENTE,   ZONA DE ROPAS,  PARQUEADERO,  PISO EN PORCELANATO,  3 BANOS,  CUARTO UTIL,   JACUZZI,  CON DUCHA DE HIDROMASAJES,   ESTRATO 5,  AREA 75 METROS. LA UNIDAD CUENTA CON PISCINA,   SALON SOCIAL,   PORTERIA 24 HORAS,  ASCENSOR..",Loma del Indio,,416189,Arrendamientos Alnago,,1,1,6.19842195510864,-75.5655136108398,Loma del Indio,12,KRA 32  27B-02,4243471,Casa,Used,,,,3,320000000,,5,5500102
Occidente,0,,,"Bano Auxiliar, Calentador, Cocina Integral, Instalacion de gas, Patio, Piso en Baldosa /  Marmol","Colegios / Universidades, Sobre via principal, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Comercial, Zona Residencial",180.0,2,16 a 30 anos,Venta,5500006,Medellin,"Cerca a la IV Brigada, casa en piso 1 con 2 garaje, alquilados como locales comerciales en 4 millones mensuales. Cuenta con antesala, sala y comedor independientes, cocina intregral con red y calentador de gas de paso, pisos en ceramica, 3 alcobas,  2 closets, 2 banos, 2 patios, 1 cuarto util.  REMODELADA totalmente, reciben un inmueble como permuta, con precio hasta 400 millones.Posibilidad de un tercer garaje..",Estadio,,473467,Enlace Inmobiliario,,1,2,6.25913000106812,-75.591796875,Estadio,12,Cl 49  75,5180887,Casa,Used,,,,3,750000000,,4,5500106
